Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
7,Ischemic Event,0.91,0.74,89.1,79.2,83.9,0.06,0.59,0.71,0.878964648,0.002745205,0.745469085,0.668626577,0.809159562,0.76773368,68.64318987,74.07299378,-5.429803912,-7.910185878,0.004297489
21,Ischemic Event,0.81,0.76,80.5,82.8,81.6,0.31,0.23,0.83,0.944014782,0.003305126,0.719464648,0.698820801,0.834030567,0.790393999,72.26535235,80.10464842,-7.839296066,-10.8479317,0.003587512
10,Bleeding Risk,0.8,0.82,81.5,81.7,81.6,0.78,0.91,0.72,0.921155196,0.002025767,0.675287058,0.681782062,0.76794324,0.757388768,68.91182104,76.05960536,-7.147784319,-10.37236313,0.002904314
18,Bleeding Risk,0.92,0.77,80.2,84.8,82.4,0.32,0.92,0.9,0.930710565,0.003414871,0.689737877,0.639165491,0.811908404,0.767264824,74.46858967,78.97112647,-4.502536804,-6.046222741,0.003230339
13,Ischemic Event,0.81,0.68,80.4,79.4,79.9,0.73,0.8,0.88,0.855023145,0.002709554,0.676255296,0.624677069,0.783447815,0.717541474,66.95099609,74.67327517,-7.722279085,-11.53422583,0.003740495
22,Ischemic Event,0.78,0.73,87.9,84.6,86.2,0.99,0.28,0.86,0.879267688,0.004842316,0.743199695,0.688269588,0.786112596,0.701457403,67.02472499,71.97862182,-4.953896831,-7.391148314,0.004051657
34,Ischemic Event,0.83,0.8,88.3,77.3,82.4,0.14,0.31,0.7,0.868268289,0.002068064,0.711707854,0.654862989,0.799753957,0.789752948,74.2022291,77.99425361,-3.792024503,-5.110391627,0.003684897
4,Bleeding Risk,0.9,0.77,93,78.8,85.3,0.5,0.63,0.74,0.892709125,0.001670033,0.732472111,0.678506428,0.810604062,0.722114116,67.6052607,73.28702698,-5.68176628,-8.40432567,0.004506317
0,Ischemic Event,0.92,0.75,79.2,85.3,82.1,0.12,0.47,0.7,0.87054374,0.003709461,0.730444046,0.666834565,0.823488158,0.739894083,72.91504582,78.14737471,-5.23232889,-7.175924848,0.004456923
11,Bleeding Risk,0.8,0.72,90.6,79.1,84.5,0.59,0.75,0.84,0.937650162,0.002896149,0.683690831,0.685792126,0.797318464,0.792073389,67.27933149,74.21514424,-6.935812756,-10.30897989,0.003859453
6,Ischemic Event,0.79,0.82,85.3,71.9,78,0.45,0.94,0.67,0.87518285,0.00422386,0.676074452,0.625484614,0.784711143,0.786100871,71.12753039,78.28085537,-7.153324972,-10.05704111,0.003270511
20,Bleeding Risk,0.85,0.81,83.7,77.2,80.3,0.61,0.94,0.79,0.918715718,0.001294153,0.68636891,0.692154713,0.805913068,0.75413294,66.90435521,71.09027227,-4.185917059,-6.256568867,0.002515936
15,Ischemic Event,0.83,0.66,92.1,80.8,86.1,0.49,0.87,0.77,0.884681326,0.001961512,0.669622702,0.678972372,0.772627913,0.794465449,68.54705515,76.19870147,-7.651646322,-11.16261859,0.004027842
4,Bleeding Risk,0.82,0.8,90.8,83.1,86.8,0.03,0.72,0.76,0.938046112,0.001728967,0.690582096,0.634146749,0.811174436,0.788829186,65.62984436,72.78958272,-7.159738355,-10.90927218,0.003600314
21,Ischemic Event,0.82,0.75,81.7,77.1,79.3,0.55,0.72,0.89,0.904450712,0.003038699,0.675358168,0.671630929,0.772020245,0.790899977,67.18160996,72.46725555,-5.28564559,-7.867697116,0.00369964
12,Ischemic Event,0.89,0.7,82.4,74.4,78.2,0.92,0.16,0.75,0.87645647,0.001008839,0.661312727,0.609083569,0.822003532,0.789033476,66.29297315,71.46758449,-5.174611342,-7.805670942,0.001304781
18,Bleeding Risk,0.84,0.74,90.3,82.3,86.1,0.05,0.07,0.79,0.941324534,0.003191721,0.675948166,0.617950331,0.842973259,0.707247265,67.24995221,71.89883818,-4.648885963,-6.912846493,0.003986469
36,Bleeding Risk,0.86,0.72,82.3,85.4,83.8,0.13,0.04,0.7,0.880895062,0.004380767,0.742820441,0.629212944,0.752853977,0.747111787,69.61858999,76.3959464,-6.777356414,-9.734980865,0.002080358
12,Bleeding Risk,0.8,0.7,88.6,77.7,82.8,0.41,0.37,0.8,0.900899163,0.003089777,0.706090804,0.663604154,0.773821311,0.79282506,69.39164808,74.14459598,-4.752947904,-6.849452399,0.00256633
35,Bleeding Risk,0.83,0.82,84.4,81.4,82.9,0.33,0.84,0.78,0.945895928,0.004103318,0.670937953,0.687357668,0.775056226,0.728956819,68.97671671,73.95152087,-4.974804153,-7.212294801,0.002061565
10,Bleeding Risk,0.83,0.78,92.4,71.6,80.7,0.47,0.95,0.65,0.861978197,0.00367634,0.723501828,0.655776243,0.756524163,0.758397466,66.22633383,71.07707408,-4.850740256,-7.324488577,0.003194867
6,Bleeding Risk,0.82,0.83,90.8,75.9,82.7,0.56,0.94,0.83,0.877790887,0.004375738,0.657541486,0.604160942,0.782563832,0.716085647,72.22811602,80.09179228,-7.86367626,-10.88727866,0.001546152
23,Bleeding Risk,0.91,0.84,79.5,72.7,75.9,0.84,0.36,0.72,0.856077518,0.004281776,0.712993587,0.68778712,0.825648238,0.733630249,65.06837325,70.16817516,-5.099801911,-7.837604748,0.004448815
17,Bleeding Risk,0.91,0.74,92,74.9,82.6,0.83,0.95,0.85,0.861506467,0.002558293,0.721648511,0.680227601,0.75662269,0.767089283,71.08608234,77.83969405,-6.753611708,-9.500610367,0.001480585
15,Bleeding Risk,0.78,0.84,90.1,78.9,84.1,0.21,0.38,0.84,0.931769047,0.001349736,0.744777217,0.668220377,0.806398123,0.785209296,73.40228123,78.31130918,-4.909027956,-6.687841133,0.004189754
0,Ischemic Event,0.82,0.72,80.5,75.4,77.9,0.34,0.22,0.7,0.918531809,0.003930767,0.685570653,0.617631466,0.801719581,0.744915835,70.45570339,74.46526474,-4.009561345,-5.690896764,0.003182447
34,Bleeding Risk,0.78,0.66,91.5,78.5,84.5,0.42,0.25,0.85,0.925740952,0.002332036,0.655814987,0.681412291,0.802413881,0.713245566,66.06735892,73.08626819,-7.018909278,-10.62386842,0.00470028
6,Bleeding Risk,0.83,0.76,86,71.4,78,0.07,0.81,0.87,0.911957765,0.001491218,0.688240528,0.630129603,0.810533578,0.745095808,72.6115637,75.74465535,-3.133091645,-4.31486596,0.004583308
15,Bleeding Risk,0.79,0.67,89.8,77.3,83.1,0.55,0.37,0.66,0.906818041,0.003032911,0.6538533,0.695803059,0.824241082,0.751100739,71.44628617,74.93727663,-3.490990461,-4.886174842,0.003421161
30,Bleeding Risk,0.81,0.82,90.8,83.6,87.1,0.65,0.74,0.77,0.852838949,0.003826075,0.739468696,0.605013434,0.793954049,0.769495482,66.20511416,71.30223937,-5.097125207,-7.698990134,0.001880428
24,Bleeding Risk,0.84,0.71,80.5,76.8,78.6,0.63,0.63,0.8,0.863293991,0.003792019,0.6571548,0.692575661,0.76036307,0.730944905,69.6308128,74.59665789,-4.965845095,-7.131677624,0.001011105
14,Bleeding Risk,0.91,0.83,85.3,79.2,82.1,0.97,0.47,0.7,0.915331746,0.003243297,0.732502467,0.606064004,0.81119954,0.719549298,73.82933533,77.2534131,-3.424077774,-4.637828254,0.001775884
4,Bleeding Risk,0.88,0.81,79.3,83.8,81.5,0.84,0.24,0.85,0.892141542,0.003927902,0.67484044,0.67172388,0.812766163,0.791399395,74.42336194,77.9727702,-3.549408263,-4.769212477,0.002089566
19,Bleeding Risk,0.89,0.72,90.5,85.6,88,0.31,0.29,0.81,0.921806912,0.001493347,0.708455285,0.657870037,0.800450165,0.708275007,69.09007979,73.33182362,-4.241743833,-6.139439766,0.002959626
2,Ischemic Event,0.81,0.76,79.1,85.9,82.4,0.7,0.08,0.76,0.939842494,0.002640686,0.673611441,0.698607897,0.767742395,0.784194235,70.71178483,75.34355113,-4.631766307,-6.550204211,0.003570011
30,Bleeding Risk,0.9,0.68,88.5,71.3,79,0.74,0.38,0.95,0.878020279,0.003904634,0.716096926,0.644934503,0.770516254,0.706602627,70.45883147,78.2695442,-7.810712731,-11.08549854,0.002352343
37,Bleeding Risk,0.78,0.73,86.7,71.4,78.3,0.92,0.07,0.66,0.945669122,0.003717705,0.660822053,0.614994208,0.810547811,0.742026738,72.78898867,77.72297207,-4.933983405,-6.778475008,0.002132625
6,Bleeding Risk,0.91,0.77,92.3,82.4,87.1,0.8,0.26,0.73,0.874251247,0.001802195,0.672950474,0.67583003,0.844262084,0.795066015,67.56204359,75.22379822,-7.661754629,-11.34032398,0.001126652
35,Ischemic Event,0.92,0.7,84,85.3,84.6,0.61,0.15,0.8,0.880401767,0.001226993,0.663820707,0.601003467,0.766420841,0.739139159,71.10305813,78.68587238,-7.582814246,-10.66454024,0.00196519
2,Bleeding Risk,0.81,0.84,84.9,75.7,80,0.17,0.74,0.81,0.913122797,0.001439877,0.734479956,0.647120499,0.808694343,0.774919976,68.7948298,76.21255966,-7.417729865,-10.78239439,0.001089742
8,Bleeding Risk,0.8,0.77,88.6,79.6,83.9,0.38,0.27,0.85,0.935523723,0.003802167,0.73158944,0.65777954,0.770620263,0.778367895,71.29469414,78.5133012,-7.21860706,-10.12502704,0.002889371
22,Ischemic Event,0.87,0.8,87.3,80,83.5,0.29,0.74,0.82,0.884856745,0.001690748,0.691599821,0.623770277,0.839661463,0.779128268,66.64260259,71.46695889,-4.824356294,-7.239147492,0.002379304
22,Ischemic Event,0.81,0.66,89.6,74.2,81.2,0.65,0.63,0.87,0.868004604,0.001993833,0.650431224,0.646700902,0.791655126,0.766778861,74.26429649,79.23825979,-4.973963303,-6.697650874,0.003280132
10,Bleeding Risk,0.82,0.66,88.8,71.5,79.2,0.28,0.29,0.9,0.859590322,0.001610261,0.740928732,0.613269256,0.808692356,0.788830774,65.12392369,71.62884098,-6.504917287,-9.988521757,0.002322343
22,Ischemic Event,0.79,0.8,86.3,72.2,78.6,0.88,0.02,0.89,0.881629056,0.003432808,0.698892604,0.65750184,0.782725244,0.732091723,73.248731,78.30933941,-5.060608406,-6.908800108,0.004657872
19,Bleeding Risk,0.78,0.67,86.3,71.8,78.4,0.47,0.66,0.87,0.85363658,0.001632554,0.739636957,0.640831171,0.787469528,0.76483404,69.94091756,77.82904237,-7.888124815,-11.27826899,0.002696755
33,Ischemic Event,0.87,0.81,90.9,81.3,85.8,0.29,0.69,0.7,0.909963155,0.003550896,0.722019529,0.629348595,0.777393866,0.747505888,68.046612,73.45213026,-5.405518261,-7.943846287,0.002382371
8,Ischemic Event,0.9,0.67,84.2,71.1,77.1,0.82,0.68,0.73,0.914090113,0.003038532,0.666124809,0.612294205,0.813761674,0.799120667,72.75648556,78.57126693,-5.814781374,-7.992114145,0.003345813
6,Bleeding Risk,0.81,0.72,91.5,85.7,88.5,0.44,0.89,0.77,0.86263081,0.003312322,0.736358476,0.673317493,0.750498655,0.742482805,67.03109451,71.46344468,-4.432350172,-6.612379231,0.003835875
32,Ischemic Event,0.87,0.66,82.7,76.8,79.6,0.91,0.02,0.75,0.881572643,0.003981653,0.739533026,0.681583517,0.794730684,0.745062513,67.41602338,74.67141399,-7.255390606,-10.76211595,0.004431652
20,Bleeding Risk,0.79,0.65,79.6,85.8,82.6,0.59,0.52,0.8,0.927969184,0.003858499,0.724238073,0.690608745,0.799894756,0.757505766,71.33296875,75.38766689,-4.054698139,-5.684185322,0.003602015
2,Bleeding Risk,0.9,0.66,85.6,72.1,78.3,0.9,0.89,0.9,0.898677661,0.001822361,0.679902653,0.63213843,0.826480568,0.740422842,67.98454004,72.60499007,-4.620450023,-6.796324606,0.003233684
33,Bleeding Risk,0.91,0.7,83,73.8,78.1,0.75,0.43,0.9,0.916895069,0.00200627,0.710897379,0.659682505,0.801326226,0.779334667,71.50232375,78.45869518,-6.956371432,-9.728874626,0.002261344
35,Bleeding Risk,0.8,0.74,92.1,73.8,81.9,0.02,0.04,0.76,0.915394389,0.003238755,0.690183414,0.635806138,0.767607973,0.753328745,67.91000434,71.532063,-3.62205866,-5.33361571,0.001260677
7,Bleeding Risk,0.88,0.79,91.6,82.6,86.9,0.84,0.61,0.67,0.889592867,0.003387785,0.672860198,0.684321365,0.756025391,0.724029931,69.57786155,74.53327031,-4.955408759,-7.122105578,0.001268639
18,Bleeding Risk,0.91,0.81,84.2,76.5,80.2,0.26,0.88,0.89,0.931252741,0.002961604,0.7388885,0.61522048,0.837575383,0.710083348,72.41407264,78.0654241,-5.651351456,-7.804217122,0.002341955
6,Ischemic Event,0.82,0.79,89.5,76.6,82.5,0.73,1,0.72,0.875920027,0.001993237,0.677157202,0.652737323,0.796312421,0.71372227,68.84953278,74.82000362,-5.970470843,-8.67176668,0.001246159
6,Bleeding Risk,0.82,0.66,81.7,73.6,77.4,0.76,0.68,0.94,0.905078399,0.004076053,0.671655707,0.697328366,0.778612673,0.796380041,66.07025635,69.44412503,-3.373868684,-5.106486444,0.002826873
23,Ischemic Event,0.92,0.75,89.6,83.6,86.5,0.27,0.92,0.7,0.855592353,0.004450206,0.650010791,0.628750973,0.768795092,0.71820301,68.25067288,72.97932068,-4.728647793,-6.928353368,0.001112234
10,Bleeding Risk,0.89,0.73,85.8,78.2,81.8,0.06,0.05,0.94,0.899734465,0.0030155,0.674899204,0.662097657,0.797689807,0.712579187,74.68645483,81.79508236,-7.108627529,-9.517960847,0.002071248
7,Ischemic Event,0.82,0.72,92.6,73.2,81.8,0.11,0.13,0.9,0.909209149,0.002529841,0.657569158,0.606212474,0.821924332,0.74660553,71.10768728,79.07026951,-7.962582227,-11.19792041,0.001600176
37,Bleeding Risk,0.86,0.66,89.7,79.8,84.5,0.17,0.31,0.74,0.869672536,0.002424995,0.716033673,0.662853131,0.831364599,0.774254622,67.60382069,72.01603538,-4.412214691,-6.526575932,0.003477115
34,Bleeding Risk,0.83,0.71,86.5,83.3,84.9,0.58,0.21,0.76,0.941842784,0.002093904,0.713639063,0.692663355,0.820311284,0.759686923,65.53397081,72.21253527,-6.678564458,-10.19099617,0.004543096
34,Bleeding Risk,0.89,0.8,87.4,80.4,83.8,0.43,0.57,0.8,0.874323942,0.003174345,0.721976256,0.633719269,0.750930506,0.765820636,66.48759706,69.85868635,-3.371089289,-5.070252856,0.003777764
11,Ischemic Event,0.91,0.81,86.9,76.6,81.4,0.37,0.68,0.81,0.859189118,0.004960761,0.676134788,0.674386611,0.842300424,0.76850002,71.58244625,76.52415965,-4.941713409,-6.903526867,0.001526572
15,Bleeding Risk,0.82,0.68,92.3,79.3,85.3,0.37,0.17,0.87,0.908131086,0.00250726,0.748249289,0.609330583,0.768261444,0.765026981,69.93329567,77.42076514,-7.487469462,-10.70658746,0.003813476
37,Bleeding Risk,0.82,0.75,86.7,77.1,81.6,0.19,0.66,0.88,0.867435564,0.004642798,0.728428512,0.626487621,0.782119783,0.791449261,72.72810074,77.81072953,-5.082628787,-6.988535017,0.004750387
2,Bleeding Risk,0.84,0.67,89.5,80.5,84.8,0.22,0.53,0.82,0.862636707,0.004633477,0.650625246,0.627626246,0.79986842,0.74117918,65.55526525,68.91913325,-3.363868,-5.131346791,0.003532259
14,Ischemic Event,0.92,0.74,88.9,83.8,86.3,0.62,0.09,0.76,0.930164893,0.00359952,0.734844768,0.606496066,0.838805845,0.757537021,66.64111244,70.46732984,-3.826217399,-5.741526903,0.003998144
36,Bleeding Risk,0.91,0.78,84,72.8,78,0.62,0.22,0.88,0.861897433,0.0019474,0.675618228,0.648486972,0.787397874,0.700753674,67.8891672,72.94494927,-5.05578207,-7.447111635,0.002796898
0,Bleeding Risk,0.84,0.76,89.3,79.1,83.9,0.42,0.78,0.79,0.945874933,0.003784733,0.67360734,0.666938192,0.753693581,0.770819392,72.58447213,79.27253702,-6.688064886,-9.214181339,0.00448237
18,Bleeding Risk,0.82,0.65,80.1,79.3,79.7,0.6,0.8,0.9,0.9498097,0.004152336,0.658204244,0.600353056,0.784962364,0.737082418,72.65415578,76.76462509,-4.110469307,-5.657583193,0.003821245
0,Bleeding Risk,0.86,0.72,81.8,74.8,78.1,0.81,0.22,0.87,0.856388795,0.002010302,0.683930797,0.68106758,0.824651494,0.752010581,70.13545877,74.51440272,-4.378943945,-6.243552151,0.00189724
5,Ischemic Event,0.91,0.66,82,76.9,79.4,0.85,0.84,0.94,0.948538316,0.003271579,0.712270659,0.688824084,0.824057577,0.724015365,66.5359182,73.86456685,-7.328648655,-11.01457506,0.0031967
0,Bleeding Risk,0.84,0.69,85.2,80.3,82.7,0.11,0.76,0.81,0.865362869,0.002833715,0.693889516,0.668060437,0.803654724,0.755076502,70.1344739,77.49686391,-7.36239001,-10.49753367,0.002221574
2,Ischemic Event,0.92,0.7,92.8,76.8,84,0.07,0.36,0.94,0.861876355,0.003579272,0.730922535,0.603966418,0.762565335,0.753479607,74.34465435,78.82714934,-4.482494991,-6.029344047,0.001851776
3,Bleeding Risk,0.89,0.72,84.8,84.1,84.4,0.37,0.09,0.8,0.886465521,0.001013338,0.728862624,0.615559402,0.802313735,0.766283362,69.7286275,77.12711445,-7.398486953,-10.61040095,0.00488183
6,Ischemic Event,0.82,0.77,87.2,81,84,0.8,0.58,0.7,0.876174718,0.003938064,0.71396136,0.620622694,0.774791937,0.755367317,71.05697509,77.1173973,-6.060422218,-8.528961739,0.004454263
21,Ischemic Event,0.82,0.67,91.9,75.5,82.9,0.03,0.71,0.78,0.889487365,0.004225036,0.719004569,0.634235189,0.774248526,0.74936248,74.20195182,79.77334045,-5.571388627,-7.508412502,0.003626545
18,Ischemic Event,0.81,0.78,85.5,80.9,83.1,0.99,0.5,0.79,0.864019337,0.001305257,0.679470913,0.647450843,0.802664228,0.733827598,74.38094166,81.76927167,-7.388330004,-9.933095547,0.003643623
8,Bleeding Risk,0.91,0.77,83.6,79.6,81.6,0.38,0.38,0.65,0.874384396,0.001541091,0.680830085,0.679138297,0.840946051,0.742345942,69.14263982,76.89104776,-7.748407944,-11.20641035,0.001277932
9,Bleeding Risk,0.83,0.81,88,83.3,85.6,0.66,0.55,0.79,0.948051058,0.002736367,0.744850745,0.68559617,0.774999354,0.797219063,68.13696169,75.04342986,-6.90646817,-10.13615518,0.003650669
10,Bleeding Risk,0.84,0.74,87.6,81.2,84.3,0.91,0.99,0.83,0.861194103,0.001095055,0.665120571,0.683513214,0.794940885,0.705277587,68.92068668,76.81897973,-7.898293043,-11.45997439,0.002691575
13,Ischemic Event,0.83,0.77,86.2,82.2,84.2,0.1,0.59,0.85,0.949264024,0.003822645,0.724492478,0.613484717,0.795655552,0.745320347,69.55542626,75.23904038,-5.683614122,-8.171345397,0.001898478
12,Bleeding Risk,0.85,0.71,83.7,83,83.3,0.46,0.05,0.79,0.877985588,0.0034924,0.718865081,0.666262157,0.80947185,0.792238961,73.90021269,79.24638386,-5.346171172,-7.23431094,0.003922741
5,Ischemic Event,0.79,0.69,80.6,84.8,82.6,0.89,0.61,0.73,0.913916929,0.003895961,0.6528116,0.647439838,0.772068117,0.714230811,73.77618833,79.33754649,-5.561358154,-7.538147849,0.001337481
12,Ischemic Event,0.87,0.72,87.8,77.9,82.6,0.88,0.74,0.66,0.906071274,0.003789469,0.734449551,0.6793407,0.833907246,0.742571369,65.91174158,69.08696466,-3.175223085,-4.817386112,0.002690855
34,Ischemic Event,0.81,0.84,82.5,77.2,79.8,0.2,0.77,0.71,0.879577393,0.004180239,0.702707962,0.630926719,0.813587434,0.740713926,69.4078548,77.3049847,-7.897129898,-11.37786194,0.004460802
20,Bleeding Risk,0.84,0.76,91.7,83.6,87.5,0.29,0.06,0.69,0.864309295,0.001674856,0.719792031,0.631613102,0.751275243,0.755972671,70.07339728,74.65220435,-4.578807073,-6.534301533,0.003622909
13,Bleeding Risk,0.89,0.76,89.5,81.8,85.5,0.48,0.48,0.68,0.878564942,0.002970453,0.685478521,0.651329104,0.833052519,0.771704277,68.95150405,76.48966274,-7.538158687,-10.9325515,0.001886681
22,Bleeding Risk,0.91,0.78,91.2,71.7,80.3,0.75,0.25,0.7,0.880057311,0.003513353,0.735287917,0.650989849,0.761386144,0.773292183,67.94795608,75.41356209,-7.465606014,-10.98724148,0.001599249
31,Bleeding Risk,0.78,0.65,82.1,76.7,79.3,0.27,0.57,0.93,0.924569176,0.002025783,0.701577539,0.66758207,0.765494708,0.76256643,70.6477417,77.37356862,-6.725826918,-9.520229177,0.001377365
13,Bleeding Risk,0.83,0.85,79.3,81.2,80.2,0.72,0.9,0.94,0.865505164,0.001611082,0.656677478,0.611839072,0.794852802,0.782273786,70.47802335,76.02886896,-5.550845613,-7.875995026,0.003289138
19,Bleeding Risk,0.8,0.69,80,80.8,80.4,0.22,0.22,0.86,0.94034245,0.002371971,0.710369147,0.620902711,0.828634323,0.783478188,74.09202685,80.19992876,-6.107901917,-8.243669633,0.001271093
0,Bleeding Risk,0.87,0.69,89.9,79.3,84.3,0.96,0.95,0.78,0.903469639,0.001528179,0.707541185,0.653751923,0.81953612,0.701010645,74.16865552,81.3474994,-7.178843881,-9.67908051,0.004925852
9,Ischemic Event,0.8,0.7,89.2,81.6,85.2,0.44,0.4,0.78,0.909383955,0.001083321,0.685377374,0.639319303,0.831012828,0.715238865,72.85931184,77.60086257,-4.741550729,-6.507817064,0.002618848
22,Ischemic Event,0.86,0.72,84.7,84.4,84.5,0.58,0.49,0.71,0.868903787,0.002317733,0.668220745,0.606609614,0.788722372,0.704089293,66.16319173,73.77868076,-7.615489033,-11.5101597,0.001698594
13,Bleeding Risk,0.87,0.66,85.4,72.1,78.2,0.01,0.85,0.88,0.897581645,0.004001213,0.746322784,0.687757967,0.780672059,0.736443165,65.14842008,71.94257056,-6.794150488,-10.42872641,0.004088537
6,Ischemic Event,0.83,0.81,83.2,81.5,82.3,0.87,0.7,0.88,0.925871194,0.001917014,0.724160936,0.639214848,0.813400883,0.722446429,71.23835807,77.10897021,-5.870612147,-8.240802156,0.003586959
4,Bleeding Risk,0.87,0.77,84,84.3,84.1,0.85,0.53,0.87,0.940672288,0.003307014,0.710888913,0.620722881,0.753297091,0.71287837,72.06590368,75.38674563,-3.320841953,-4.608062598,0.001070964
35,Ischemic Event,0.88,0.77,91.1,75.3,82.4,0.71,0.16,0.92,0.858237279,0.003326997,0.6678903,0.668823945,0.793940753,0.712816275,73.59290069,80.36009711,-6.767196421,-9.195447329,0.003402952
6,Ischemic Event,0.81,0.8,83.7,78,80.7,0.48,0.94,0.94,0.863863294,0.001270688,0.722664608,0.61045281,0.797128214,0.781381573,65.79438729,73.0290414,-7.234654113,-10.99585301,0.00173276
4,Bleeding Risk,0.9,0.77,83.6,80.1,81.8,0.23,0.5,0.79,0.920900764,0.001490959,0.670807922,0.631187913,0.751304079,0.717801967,71.83387226,76.86112356,-5.027251297,-6.998441179,0.00456332
0,Ischemic Event,0.88,0.76,88.5,78,82.9,0.07,0.75,0.66,0.90845052,0.002818181,0.666676608,0.687828507,0.797437594,0.790834903,70.70816419,74.97413516,-4.265970969,-6.033208496,0.003828678
37,Bleeding Risk,0.82,0.75,87.6,71.1,78.5,0.55,0.6,0.7,0.920815408,0.001162312,0.691175783,0.686828929,0.811665553,0.71312564,70.26100068,77.92352665,-7.662525966,-10.9058025,0.003701532
33,Bleeding Risk,0.79,0.85,79.3,71.7,75.3,0.72,0.09,0.94,0.938214227,0.002879456,0.667073216,0.660796282,0.829730327,0.715804551,67.86639124,73.28622281,-5.419831567,-7.986031772,0.001702937
20,Bleeding Risk,0.92,0.66,86.1,85.2,85.6,0.72,0.24,0.78,0.948421785,0.004253519,0.731611152,0.690203655,0.8098513,0.725168453,68.32399298,72.07774545,-3.753752465,-5.494047261,0.004468173
17,Bleeding Risk,0.91,0.65,90.9,79.9,85,0.18,0.95,0.86,0.934422821,0.001325394,0.748299398,0.685022707,0.787795294,0.756307677,66.13591856,72.92508996,-6.789171405,-10.26548289,0.001921759
4,Ischemic Event,0.92,0.8,88.1,79.2,83.4,0.66,0.19,0.72,0.857542496,0.002960544,0.746598877,0.662911147,0.844302044,0.747993526,69.05577722,72.67755448,-3.621777261,-5.244712907,0.001533494
7,Ischemic Event,0.87,0.72,80.7,83.5,82.1,0.49,0.5,0.86,0.928862707,0.003017682,0.737721347,0.619847118,0.846545412,0.779596769,70.53242684,75.09065664,-4.558229795,-6.46260167,0.001772594
3,Ischemic Event,0.8,0.78,89.5,74.4,81.3,0.35,0.46,0.91,0.906585079,0.001282763,0.699976419,0.661145926,0.825917757,0.793354,71.22984721,77.07633436,-5.846487153,-8.207917582,0.004126728
2,Bleeding Risk,0.83,0.69,88,80.5,84.1,0.81,0.4,0.77,0.8599492,0.004507255,0.650983438,0.684971332,0.79204851,0.729100535,72.02115892,77.12281797,-5.101659047,-7.083555893,0.003706376
0,Ischemic Event,0.91,0.72,82.6,78.2,80.3,0.9,0.05,0.87,0.864791105,0.002408373,0.673694645,0.682094937,0.826038707,0.753372061,66.34251455,70.1590097,-3.816495152,-5.752714044,0.004997857
